name,level,branch,summary,strength,agility,endurance,intelligence,education,charisma,will,essence,initiative,skills,ranks,paths,lateral,mastery,signature,equipment,income,description
Skinwalker,3,Channeler,Shape-Shifter / Tribal Shaman,+2,+2,+2,+1,+1,+2,+3,+3,+2,Chan:Sham 3; Focus 3; Intimidate 2; Honour 2; Lore 2; Persuade 2; Psychology 2; Melee 2; Ritual 3; Streetwise 2; Perception 2,Lng+2,,,,,,,"The Skinwalker is a shapeshifter who can assume the form of animals or other beings, drawing power from tribal traditions and the natural world. Evolving from Shamans, they possess a unique blend of physical and spiritual attributes, allowing them to adapt to any situation. Their skillset is focused on channeling shamanic energy, rituals, and melee combat, enabling them to fight in any form. They are also skilled in lore, persuasion, and psychology, allowing them to navigate both the human and animal worlds. The Skinwalker is a trickster and a guardian, a creature of myth and legend."
Arms Dealer,3,Criminal,Weapons Magnate / Global Supplier,+1,+1,+2,+2,+1,+3,+1,,,Admin 2; Psychology 3; Streetwise 2; Bribe 3; Navigation 2; Perception 2; Persuade 3,Trans:+2; Cont:Corpo; Cont:Mob; Cont:Govt; Cont:Gangs; Cont:Yakuza,,,,,,,"The Arms Dealer is a master of the black market, supplying weapons to armies, gangs, and rebels around the globe. Evolving from Smugglers, they possess high Intelligence, Education, and Charisma, allowing them to negotiate deals and manage logistics. Their skillset is focused on administration, bribery, and navigation, enabling them to transport weapons across borders and avoid detection. They are also skilled in psychology and persuasion, allowing them to build trust with clients and suppliers. The Arms Dealer is the engine of conflict, fueling wars with their wares."
Bodyguard,3,Criminal,Elite Protector / Personal Shield,+3,+2,+3,+2,+1,+1,+1,,+2,Admin 2; First-Aid 2; Pistols 3; Rifles 2; Melee 3; Perception 3; Tactics 2; Interrogate 2; Frame 2; Psychology 3; Veteran 2; Intimidate 3,Cont:Corpo; Cont:*Crim+2,,,,,,,"The Bodyguard is a dedicated protector, sworn to safeguard the lives of high-profile individuals. Evolving from S.W.A.T. or Mercenaries, they possess high Strength, Endurance, and Initiative, making them formidable defenders. Their skillset is focused on combat, tactics, and psychology, enabling them to anticipate threats and neutralize them before they reach their charge. They are also skilled in first aid and intimidation, allowing them to provide medical care and deter attackers. The Bodyguard is a wall of steel, standing between their client and danger."
Crew Chief,3,Criminal,Heist Mastermind / Team Leader,+3,+1,+3,+3,+2,+2,+1,,+1,Admin 2; Pistols 2; Rifles 2; Melee 2; Perception 3; Tactics 3; Interrogate 2; Honour 2; Psychology 3; Veteran 2; Thief 2; Streetwise 2; ScanLoc 2,,,,,,,,"The Crew Chief is the leader of a criminal crew, orchestrating complex heists and operations with precision. Evolving from Made Men or Sgts-at-Arms, they possess high Intelligence, Education, and Strength, allowing them to plan and execute daring schemes. Their skillset is focused on tactics, administration, and perception, enabling them to coordinate their team and anticipate obstacles. They are also skilled in combat and psychology, allowing them to lead by example and manage their crew's morale. The Crew Chief is the brain of the operation, turning chaos into a well-oiled machine."
Dekker,3,Criminal,Netrunner Master / Cyber-Thief,,,,+2,+2,+1,+1,,+3,Admin 3; ScanLoc 3; Electrical 2; Electronics 2; Integration 3; Coding 3; Streetwise 2; Perception 2; SysVulns 3; Frame 2; Pistols 1,,,,,,,,"The Dekker is a master hacker and netrunner, capable of penetrating the most secure digital systems. Evolving from Hackers or Techys, they possess high Intelligence, Education, and Initiative, allowing them to think and act faster than any firewall. Their skillset is focused on coding, integration, and system vulnerabilities, enabling them to breach defenses and steal data. They are also skilled in electronics and electrical engineering, allowing them to build and modify hardware. The Dekker is a ghost in the machine, invisible yet omnipresent in the digital realm."
Fixer,3,Criminal,Problem Solver / Underground Broker,+2,+1,+3,+3,+1,+3,+1,,+1,Bribe 3; Honour 2; Perception 2; Persuade 3; Kn:City 0; Streetwise 3; Instinct 2; Pistols 2; Psychology 3; Thief 2; Frame 3; Melee 2; Intimidate 2,,,,,,,,"The Fixer is a master of connections, able to get anything done in the criminal underworld. Evolving from Smugglers or Face, they possess high Intelligence, Education, and Charisma, allowing them to negotiate deals and resolve conflicts. Their skillset is focused on bribery, persuasion, and streetwise, enabling them to navigate the gray areas of the law. They are also skilled in psychology and intimidation, allowing them to manipulate others and enforce their will. The Fixer is the glue that holds the underworld together, solving problems that others cannot."
Forger,3,Criminal,Master of Deception / Document Artist,+1,+1,+1,+3,+3,+1,,,,Admin 3; Bureaucracy 3; Electrical 2; Electronics 2; ScanLoc 3; Coding 3; Streetwise 2; Perception 2; SysVulns 2; Frame 1; Pistols 2,,,,,,,,"The Forger is a master of deception, creating perfect replicas of documents, art, and identities. Evolving from Crooks or Grifters, they possess high Intelligence, Education, and Agility, allowing them to replicate even the most intricate details. Their skillset is focused on administration, bureaucracy, and coding, enabling them to bypass security systems and create flawless forgeries. They are also skilled in electronics and electrical engineering, allowing them to modify hardware and software. The Forger is a master of illusion, blurring the line between reality and fabrication."
Gangleader,3,Criminal,Gang Boss / Street Warlord,+3,+2,+3,+2,+1,+1,+2,,+1,Intimidate 3; Melee 2; Perception 2; Pistols 2; Rifles 2; Streetwise 3; Athletics 2; Kn:City 0; Psychology 2,Cont:Crim+2; Veteran2; Honour2,,,,,,,"The Gangleader is the ruler of the streets, commanding a loyal following of thugs and enforcers. Evolving from Gangers or Shot Callers, they possess high Strength, Endurance, and Charisma, allowing them to lead their gang with authority. Their skillset is focused on intimidation, melee, and streetwise, enabling them to control their territory and crush rivals. They are also skilled in athletics and psychology, allowing them to inspire loyalty and fear. The Gangleader is a kingpin of the underworld, ruling with an iron fist."
Hitman,3,Criminal,Assassin / Professional Killer,+3,+3,+3,+2,+1,+1,+1,,+2,Frame 3; Pistols 3; Rifles 3; Melee 2; Disguise 2; Streetwise 2; Psychology 2; Stealth 3; Intimidate 2; Bypass 3; Kn:City 0; Thief 2; Shadow 3; Veteran 2,Cont:*Crim+2,,,,,,,"The Hitman is a cold-blooded killer, hired to eliminate targets with precision and discretion. Evolving from Killers or City Ronins, they possess high Strength, Agility, and Endurance, making them deadly in combat. Their skillset is focused on stealth, pistols, and rifles, enabling them to assassinate targets from a distance or in close quarters. They are also skilled in disguise and psychology, allowing them to blend in and manipulate their victims. The Hitman is a ghost, appearing and disappearing without a trace, leaving only death in their wake."
Johnson,3,Criminal,Mission Coordinator / Job Master,,+1,,+3,+3,+3,+1,,,Admin 3; Perception 2; Bureaucracy 3; Frame 2; Bribe 3; Persuade 3; Intimidate 2; Psychology 3; Pistols 1,Cont:Crim+3,,,,,,,"The Johnson is the mastermind behind criminal operations, coordinating teams and planning jobs with meticulous detail. Evolving from Smugglers or Faces, they possess high Intelligence, Education, and Charisma, allowing them to negotiate deals and manage resources. Their skillset is focused on administration, bureaucracy, and persuasion, enabling them to organize complex operations and avoid detection. They are also skilled in psychology and intimidation, allowing them to keep their team in line. The Johnson is the conductor of the orchestra, ensuring every note is played perfectly."
Mob Boss,3,Criminal,Crime Lord / Organized Crime Kingpin,+2,+1,+3,+3,+2,+3,+3,,,Admin 2; Perception 2; Bribe 3; Persuade 3; Psychology 3; Frame 3; Gambling 2; Intimidate 3,Cont:*Crim+3; Cont:*Legal+1,,,,,,,"The Mob Boss is the ruler of organized crime, commanding a vast empire of illicit activities. Evolving from Made Men or Shot Callers, they possess high Intelligence, Education, and Charisma, allowing them to manage their organization and negotiate with rivals. Their skillset is focused on administration, bribery, and persuasion, enabling them to expand their influence and avoid law enforcement. They are also skilled in intimidation and psychology, allowing them to maintain control over their subordinates. The Mob Boss is a king of the underworld, ruling with an iron fist and a silver tongue."
Rigger,3,Criminal,Drone Commander / Remote Control Expert,,+3,,+3,+3,,,,+3,ScanLoc 3; Electrical 2; Mechanical 2; Electronics 2; Perception 2; Coding 2; Pistols 2; Streetwise 2; Integration 3; Navigation 3; Ordinance 2,Kn:City; Trans:+3,,,,,,,"The Rigger is a master of remote-controlled vehicles and drones, capable of piloting machines from a safe distance. Evolving from Drone Operator or Hacker, they possess high Intelligence, Education, and Agility, allowing them to think and react quickly. Their skillset is focused on integration, navigation, and electronics, enabling them to control fleets of drones and vehicles. They are also skilled in coding and mechanics, allowing them to modify and repair their machines. The Rigger is a puppeteer of the digital age, pulling the strings from afar."
Yard Boss,3,Criminal,Prison King / Correctional Overlord,+3,+3,+3,+2,+1,+1,+2,,+2,Admin 2; Intimidate 3; Interrogate 3; Perception 2; Persuade 2; Psychology 2; Streetwise 2; Bribe 2; Thief 2; Honour 2; Melee 3; Veteran 2,Cont:*Crim+2,,,,,,,"The Yard Boss is the ruler of the prison yard, commanding respect and fear from inmates and guards alike. Evolving from Shot Callers or Inmates, they possess high Strength, Endurance, and Willpower, allowing them to maintain order in the chaotic environment of a prison. Their skillset is focused on intimidation, interrogation, and melee, enabling them to enforce their rules and crush dissent. They are also skilled in administration and bribery, allowing them to manage resources and negotiate with authorities. The Yard Boss is a king in chains, ruling his domain with an iron fist."
Architect,3,Intellectual,Master Builder / Urban Planner,,,,+2,+2,+1,+1,,,Admin 3; Bureaucracy 3; Electrical 3; Electronics 3; Mechanical 2; Persuade 2; ScanLoc 3,Cont:*Legal+2; Kn:City,,,,,,,"The Architect is a visionary designer who shapes the physical world, creating structures that define cities and societies. Evolving from Engineers or Scientists, they possess high Intelligence and Education, allowing them to conceive and plan complex projects. Their skillset is focused on administration, bureaucracy, and technical skills like electrical and mechanical engineering, enabling them to oversee construction and manage resources. They are also skilled in persuasion and scanning, allowing them to negotiate with stakeholders and identify structural weaknesses. The Architect is the mastermind behind the skyline, turning dreams into reality."
Attorney,3,Intellectual,Legal Mastermind / Courtroom Champion,,,,+2,+2,+2,,,,Admin 3; Perception 2; Persuade 3; Intimidate 3; Psychology 3; Law 3; Interrogate 3,,,,,,,,"The Attorney is a legal titan, a master of the law who can navigate the complexities of the judicial system with ease. Evolving from Lawyers, they possess high Intelligence, Education, and Charisma, allowing them to argue cases and persuade juries. Their skillset is focused on administration, persuasion, and law, enabling them to build airtight cases and dismantle opponents' arguments. They are also skilled in interrogation and psychology, allowing them to extract confessions and understand the motivations of witnesses. The Attorney is a shield and a sword, protecting the innocent and punishing the guilty."
Coroner,3,Intellectual,Forensic Pathologist / Death Investigator,,+1,,+3,+3,,+1,,,Admin 1; First-Aid 2; ScanLoc 2; Psychology 1; Treatment 1; Focus 1; Pathology 3; Surgery 1,Lng:Latin; Cont:LEO; Sci:Biology,,,,,,,"The Coroner is a forensic expert who investigates the causes of death, uncovering the secrets hidden in the dead. Evolving from Doctors, they possess high Intelligence and Education, allowing them to analyze evidence and determine the manner of death. Their skillset is focused on pathology, surgery, and first aid, enabling them to perform autopsies and gather crucial evidence. They are also skilled in perception and treatment, allowing them to identify subtle clues and provide medical insights. The Coroner is the voice of the dead, speaking the truth that can bring justice to the living."
Cyberneticist,3,Intellectual,Master of Flesh and Machine / Bio-Engineer,,+1,,+2,+2,,+1,,,Admin 2; First-Aid 2; ScanLoc 2; Treatment 2; Cybernetics 3; Psychology 2; Sci:Biology 2; Pathology 1; Surgery 2; Electronics 2; Electrical 2; Mechanical 2; Perception 2,,,,,,,,"The Cyberneticist is a pioneer of the fusion between biology and technology, designing and implanting advanced cybernetic enhancements. Evolving from Ripperdocs or Engineers, they possess high Intelligence and Education, allowing them to understand the intricacies of both organic and mechanical systems. Their skillset is focused on cybernetics, surgery, and electronics, enabling them to create and install cutting-edge implants. They are also skilled in first aid and psychology, allowing them to care for patients and understand the psychological impact of augmentation. The Cyberneticist is the architect of the future, reshaping the human form."
Management,3,Intellectual,Corporate Executive / Power Broker,,,,+3,+3,+3,,,,Admin 3; Perception 2; Bribe 3; Persuade 3; Psychology 3; Gambling 2; Intimidate 2; Frame 2; Bureaucracy 3,,,,,,,,"The Management is the apex of corporate power, a leader who orchestrates the operations of massive organizations. Evolving from Businessmen or Corps, they possess high Intelligence, Education, and Charisma, allowing them to make strategic decisions and negotiate deals. Their skillset is focused on administration, bribery, and persuasion, enabling them to manipulate markets and influence politicians. They are also skilled in gambling and intimidation, allowing them to take risks and enforce their will. The Management is the puppet master, pulling the strings of the corporate world."
Occultist,3,Intellectual,Master of Forbidden Lore / Arcane Scholar,,,,+3,+3,+2,+3,,,Admin 3; Perception 2; Lng:Latin 0; Lng:+ 2; Lore 3; Kn:Hst+ 3; Ritual 3,,,,,,,,"The Occultist is a high-level intellectual who has dedicated their life to the study of the supernatural, ancient rituals, and hidden histories that lie beyond conventional understanding. Having typically advanced from Archaeologist or Historian, they serve as the ultimate bridge between academic theory and dangerous arcane practice, often operating in libraries, secret societies, or cursed sites to unlock secrets that could alter reality. They possess a formidable mind, bolstered by maximum Intelligence and Education stats, allowing them to process complex esoteric theories that would overwhelm lesser scholars. Their skillset is deeply rooted in the mastery of Ritual, Lore, and History, enabling them to perform powerful ceremonies, identify ancient threats, and navigate the intricate social hierarchies of both the academic and criminal underworlds. With extensive language proficiencies, including Latin and other obscure tongues, they can read texts that have been sealed for millennia. While they may lack the raw physical power of a combatant, their command over Admin, Perception, and Bribe ensures they can secure funding, gather intelligence, and manipulate factions to further their research. The Occultist is a figure of profound knowledge and potential danger, capable of unlocking powers that could save civilizations or tear them apart, often walking a fine line between revered scholar and feared practitioner of forbidden arts."
Surgeon,3,Intellectual,Master of the Scalpel / Life-Saver,,+1,,+3,+3,,+2,,,Admin 3; First-Aid 3; ScanLoc 2; Psychology 2; Treatment 2; Focus 3; Pathology 1; Surgery 3,Sci:Biology,,,,,,,"The Surgeon is a medical virtuoso, a master of the operating room who can repair the most grievous injuries. Evolving from Doctors, they possess high Intelligence, Education, and Willpower, allowing them to perform complex procedures with precision. Their skillset is focused on surgery, first aid, and treatment, enabling them to save lives and restore health. They are also skilled in perception and focus, allowing them to maintain concentration during delicate operations. The Surgeon is a guardian of life, wielding the scalpel with the grace of an artist."
Theoreticist,3,Intellectual,Grand Theorist / Scientific Visionary,,,,+3,+3,+1,+1,,,Admin 3; ScanLoc 3; Focus 3; Coding 2,Sci:+2; Lang:Latin; Cont:Acedem; Cont:Corpo,,,,,,,"The Theoreticist is a scientist who pushes the boundaries of knowledge, developing groundbreaking theories that reshape our understanding of the universe. Evolving from Scientists, they possess high Intelligence and Education, allowing them to conceive abstract concepts and solve complex problems. Their skillset is focused on admin, scanning, and focus, enabling them to conduct research and analyze data. They are also skilled in coding, allowing them to simulate theories and model outcomes. The Theoreticist is the mind behind the discovery, the thinker who sees the patterns others miss."
Tomb Raider,3,Intellectual,Adventure Archaeologist / Relic Hunter,+2,+2,+2,+2,+3,+1,+1,,+1,Admin 3; ScanLoc 3; Perception 3; Bribe 2; Lng:Latin 0; Lng:+ 1; Pistols 3; Lore 2; Hst:+ 2; Melee 2; Ritual 2; Stealth 2,,,,,,,,"The Tomb Raider is a daring explorer who seeks out ancient treasures and lost civilizations, braving the dangers of the past to uncover its secrets. Evolving from Archaeologists, they possess a unique blend of physical and intellectual attributes, allowing them to navigate treacherous ruins and decipher ancient codes. Their skillset is focused on scanning, perception, and lore, enabling them to find hidden chambers and identify valuable artifacts. They are also skilled in pistols, melee, and stealth, allowing them to defend themselves against traps and guardians. The Tomb Raider is a modern-day Indiana Jones, driven by the thrill of discovery."
